,token,year,frequency,pages,books
15578,seticaudata,1990,1,1,1
15579,seticaudata,1997,1,1,1
15580,seticaudata,1998,1,1,1
15581,solidata,1784,1,1,1
15582,solidata,1801,1,1,1
15583,solidata,1804,3,3,3
15584,solidata,1806,2,2,2
15585,solidata,1811,3,2,2
15586,solidata,1816,3,3,3
15587,solidata,1818,1,1,1
15588,solidata,1820,3,3,3
15589,solidata,1821,5,5,5
15590,solidata,1822,2,2,2
15591,solidata,1824,1,1,1
15592,solidata,1825,1,1,1
15593,solidata,1827,2,2,2
15594,solidata,1829,1,1,1
15595,solidata,1830,2,2,2
15596,solidata,1834,2,2,2
15597,solidata,1835,1,1,1
15598,solidata,1838,2,2,2
15599,solidata,1839,1,1,1
15600,solidata,1843,6,6,6
15601,solidata,1845,1,1,1
15602,solidata,1846,6,6,6
15603,solidata,1849,2,2,2
15604,solidata,1850,2,2,2
15605,solidata,1852,1,1,1
15606,solidata,1853,2,2,2
15607,solidata,1854,4,4,4
15608,solidata,1855,3,3,3
15609,solidata,1856,2,2,2
15610,solidata,1857,2,2,2
15611,solidata,1860,2,2,2
15612,solidata,1861,3,3,3
15613,solidata,1862,2,2,2
15614,solidata,1863,2,2,2
15615,solidata,1864,1,1,1
15616,solidata,1866,2,2,2
15617,solidata,1868,2,2,2
15618,solidata,1870,5,5,5
15619,solidata,1876,3,3,3
15620,solidata,1878,2,2,2
15621,solidata,1879,3,3,3
15622,solidata,1880,2,2,2
15623,solidata,1881,6,6,6
15624,solidata,1882,3,3,3
15625,solidata,1883,1,1,1
15626,solidata,1885,5,5,5
15627,solidata,1887,1,1,1
15628,solidata,1888,5,5,5
15629,solidata,1890,1,1,1
15630,solidata,1892,2,2,1
15631,solidata,1893,1,1,1
15632,solidata,1894,3,3,3
15633,solidata,1895,2,2,2
15634,solidata,1897,1,1,1
15635,solidata,1899,3,3,3
15636,solidata,1900,5,5,5
15637,solidata,1902,6,6,6
15638,solidata,1903,2,2,2
15639,solidata,1906,1,1,1
15640,solidata,1907,2,2,2
15641,solidata,1908,2,2,2
15642,solidata,1911,2,2,2
15643,solidata,1913,1,1,1
15644,solidata,1914,2,2,2
15645,solidata,1924,2,2,2
15646,solidata,1925,2,2,2
15647,solidata,1927,6,6,5
15648,solidata,1930,2,2,2
15649,solidata,1931,6,6,2
15650,solidata,1932,2,2,1
15651,solidata,1933,1,1,1
15652,solidata,1934,2,2,2
15653,solidata,1937,1,1,1
15654,solidata,1939,3,3,3
15655,solidata,1943,2,2,1
15656,solidata,1945,2,2,2
15657,solidata,1946,3,3,2
15658,solidata,1949,2,2,1
15659,solidata,1954,1,1,1
15660,solidata,1955,4,4,2
15661,solidata,1956,1,1,1
15662,solidata,1957,5,5,5
15663,solidata,1958,4,2,2
15664,solidata,1959,1,1,1
15665,solidata,1964,1,1,1
15666,solidata,1968,1,1,1
15667,solidata,1969,1,1,1
15668,solidata,1971,1,1,1
15669,solidata,1973,2,2,1
15670,solidata,1975,3,3,2
15671,solidata,1976,2,2,2
15672,solidata,1979,1,1,1
15673,solidata,1983,1,1,1
15674,solidata,1987,2,2,2
15675,solidata,1995,1,1,1
15676,solidata,1998,2,2,1
15677,solidata,2002,3,2,1
15678,solidata,2003,1,1,1
15679,token,year,frequency,pages,books
15680,Concordata,1752,1,1,1
15681,Concordata,1790,3,1,1
15682,Concordata,1799,1,1,1
15683,Concordata,1802,2,2,2
15684,Concordata,1807,1,1,1
15685,Concordata,1818,1,1,1
15686,Concordata,1820,1,1,1
15687,Concordata,1831,7,7,7
15688,Concordata,1833,1,1,1
15689,Concordata,1837,2,2,2
15690,Concordata,1838,1,1,1
15691,Concordata,1839,1,1,1
15692,Concordata,1844,3,3,3
15693,Concordata,1847,2,1,1
15694,Concordata,1849,2,2,2
15695,Concordata,1851,1,1,1
15696,Concordata,1852,1,1,1
15697,Concordata,1853,1,1,1
15698,Concordata,1855,32,22,3
15699,Concordata,1857,1,1,1
15700,Concordata,1860,1,1,1
15701,Concordata,1868,3,3,3
15702,Concordata,1869,1,1,1
15703,Concordata,1871,12,10,3
15704,Concordata,1874,1,1,1
15705,Concordata,1876,14,7,6
15706,Concordata,1879,1,1,1
15707,Concordata,1880,6,5,4
15708,Concordata,1881,9,6,4
15709,Concordata,1882,24,18,3
15710,Concordata,1889,3,3,3
15711,Concordata,1897,1,1,1
15712,Concordata,1903,2,2,2
15713,Concordata,1904,1,1,1
15714,Concordata,1905,3,3,2
15715,Concordata,1911,5,5,5
15716,Concordata,1922,3,3,3
15717,Concordata,1933,1,1,1
15718,Concordata,1934,1,1,1
15719,Concordata,1935,1,1,1
15720,Concordata,1944,4,4,4
15721,Concordata,1946,1,1,1
15722,Concordata,1953,2,2,2
15723,Concordata,1954,3,2,1
15724,Concordata,1957,3,3,3
15725,Concordata,1963,1,1,1
15726,Concordata,1968,2,1,1
15727,Concordata,1969,1,1,1
15728,Concordata,1970,1,1,1
15729,Concordata,1971,3,1,1
15730,Concordata,1974,1,1,1
15731,Concordata,1977,1,1,1
15732,Concordata,1981,4,4,2
15733,Concordata,1993,8,8,2
15734,Concordata,1994,1,1,1
15735,Concordata,1995,2,2,1
15736,Concordata,1996,1,1,1
15737,Concordata,1998,1,1,1
15738,Concordata,2000,1,1,1
15739,Concordata,2002,1,1,1
15740,Concordata,2004,1,1,1
15741,Concordata,2006,1,1,1
15742,Geodata,1972,2,2,2
15743,Geodata,1974,2,2,1
15744,Geodata,1976,3,1,1
15745,Geodata,1978,5,5,1
15746,Geodata,1982,2,2,1
15747,Geodata,1984,11,9,5
15748,Geodata,1987,4,4,3
15749,Geodata,1988,2,2,2
15750,Geodata,1989,7,6,3
15751,Geodata,1990,4,4,2
15752,Geodata,1991,4,4,2
15753,Geodata,1992,4,4,3
15754,Geodata,1993,1,1,1
15755,Geodata,1995,2,2,2
15756,Geodata,1997,8,7,2
15757,Geodata,1998,24,16,5
15758,Geodata,1999,3,3,3
15759,Geodata,2000,2,2,2
15760,Geodata,2001,1,1,1
15761,Geodata,2002,1,1,1
15762,Geodata,2003,27,21,2
15763,Geodata,2004,12,10,6
15764,Geodata,2005,6,6,3
15765,Geodata,2007,12,8,3
15766,token,year,frequency,pages,books
15767,Mandataire,1832,1,1,1
15768,Mandataire,1840,1,1,1
15769,Mandataire,1843,1,1,1
15770,Mandataire,1846,1,1,1
15771,Mandataire,1851,1,1,1
15772,Mandataire,1856,1,1,1
15773,Mandataire,1857,2,2,2
15774,Mandataire,1863,1,1,1
15775,Mandataire,1880,1,1,1
15776,Mandataire,1885,1,1,1
15777,Mandataire,1894,1,1,1
15778,Mandataire,1897,1,1,1
15779,Mandataire,1926,2,2,2
15780,Mandataire,1928,33,11,2
15781,Mandataire,1929,4,4,1
15782,Mandataire,1930,3,3,3
15783,Mandataire,1931,161,56,1
15784,Mandataire,1932,3,3,3
15785,Mandataire,1934,16,6,4
15786,Mandataire,1936,2,2,2
15787,Mandataire,1938,1,1,1
15788,Mandataire,1939,23,10,4
15789,Mandataire,1941,2,2,1
15790,Mandataire,1948,1,1,1
15791,Mandataire,1954,2,2,2
15792,Mandataire,1959,8,8,2
15793,Mandataire,1961,2,2,1
15794,Mandataire,1964,3,3,3
15795,Mandataire,1968,1,1,1
15796,Mandataire,1969,1,1,1
15797,Mandataire,1974,1,1,1
15798,Mandataire,1976,1,1,1
15799,Mandataire,1985,5,2,1
15800,Mandataire,1986,1,1,1
15801,Mandataire,1989,1,1,1
15802,Mandataire,2004,2,2,1
15803,Mandataire,2005,2,2,1
15804,Posdata,1845,4,4,4
15805,Posdata,1854,1,1,1
15806,Posdata,1882,1,1,1
15807,Posdata,1883,6,6,6
15808,Posdata,1927,2,2,2
15809,Posdata,1931,2,1,1
15810,Posdata,1942,1,1,1
15811,Posdata,1955,1,1,1
15812,Posdata,1966,2,2,1
15813,Posdata,1968,4,4,2
15814,Posdata,1971,1,1,1
15815,Posdata,1972,3,3,2
15816,Posdata,1974,4,4,3
15817,Posdata,1975,4,3,3
15818,Posdata,1977,5,5,4
15819,Posdata,1979,1,1,1
15820,Posdata,1980,5,5,3
15821,Posdata,1981,1,1,1
15822,Posdata,1984,9,7,3
15823,Posdata,1986,2,2,1
15824,Posdata,1989,1,1,1
15825,Posdata,1991,4,4,2
15826,Posdata,1992,2,2,2
15827,Posdata,1994,10,7,1
15828,Posdata,1995,5,5,2
15829,Posdata,1996,1,1,1
15830,Posdata,1997,6,5,3
15831,Posdata,1998,3,3,1
15832,Posdata,1999,2,2,2
15833,Posdata,2001,17,12,4
15834,Posdata,2002,1,1,1
15835,Posdata,2003,4,3,1
15836,Posdata,2004,3,3,1
15837,Posdata,2005,20,11,2
15838,Posdata,2006,3,3,3
15839,Posdata,2007,1,1,1
15840,Protochordata,1881,9,9,5
15841,Protochordata,1885,8,6,3
15842,Protochordata,1886,1,1,1
15843,Protochordata,1891,1,1,1
15844,Protochordata,1892,1,1,1
15845,Protochordata,1893,5,5,4
15846,Protochordata,1894,23,21,11
15847,Protochordata,1895,5,5,4
15848,Protochordata,1896,11,9,5
15849,Protochordata,1897,7,7,4
15850,Protochordata,1898,1,1,1
15851,Protochordata,1899,2,2,1
15852,Protochordata,1900,9,9,3
15853,Protochordata,1901,2,2,1
15854,Protochordata,1903,1,1,1
15855,Protochordata,1905,14,13,5
15856,Protochordata,1906,5,5,5
15857,Protochordata,1908,4,4,3
15858,Protochordata,1909,5,5,3
15859,Protochordata,1910,8,8,4
15860,Protochordata,1911,5,5,3
15861,Protochordata,1913,3,3,3
15862,Protochordata,1916,3,3,3
15863,Protochordata,1917,7,7,4
15864,Protochordata,1918,1,1,1
15865,Protochordata,1921,3,3,3
15866,Protochordata,1926,1,1,1
15867,Protochordata,1927,2,2,2
15868,Protochordata,1928,7,7,5
15869,Protochordata,1931,7,6,3
15870,Protochordata,1932,6,4,4
15871,Protochordata,1934,2,2,1
15872,Protochordata,1935,4,4,3
15873,Protochordata,1936,7,7,4
15874,Protochordata,1939,5,4,1
15875,Protochordata,1940,15,14,7
15876,Protochordata,1942,5,3,2
15877,Protochordata,1943,2,2,2
15878,Protochordata,1944,2,2,1
15879,Protochordata,1946,2,2,1
15880,Protochordata,1947,9,7,3
15881,Protochordata,1948,13,10,4
15882,Protochordata,1949,12,10,5
15883,Protochordata,1950,3,3,1
15884,Protochordata,1951,1,1,1
15885,Protochordata,1952,7,7,4
15886,Protochordata,1953,10,7,4
15887,Protochordata,1954,4,4,2
15888,Protochordata,1955,2,2,2
15889,Protochordata,1956,1,1,1
15890,Protochordata,1957,4,2,1
15891,Protochordata,1958,3,3,2
15892,Protochordata,1959,11,8,5
15893,Protochordata,1960,7,7,6
15894,Protochordata,1961,1,1,1
15895,Protochordata,1962,10,10,7
15896,Protochordata,1963,3,3,1
15897,Protochordata,1964,6,6,3
15898,Protochordata,1965,5,5,4
15899,Protochordata,1966,3,3,3
15900,Protochordata,1967,4,4,2
15901,Protochordata,1968,8,8,5
15902,Protochordata,1969,4,4,3
15903,Protochordata,1970,8,7,4
15904,Protochordata,1971,8,8,4
15905,Protochordata,1972,1,1,1
15906,Protochordata,1973,13,13,4
15907,Protochordata,1974,6,6,3
15908,Protochordata,1975,2,2,2
15909,Protochordata,1976,3,2,2
15910,Protochordata,1977,1,1,1
15911,Protochordata,1978,3,3,3
15912,Protochordata,1979,6,6,2
15913,Protochordata,1980,2,2,2
15914,Protochordata,1981,5,4,3
15915,Protochordata,1982,11,9,3
15916,Protochordata,1983,4,4,2
15917,Protochordata,1984,3,3,2
15918,Protochordata,1985,2,2,2
15919,Protochordata,1986,10,9,4
15920,Protochordata,1987,4,4,4
15921,Protochordata,1988,4,4,3
15922,Protochordata,1989,1,1,1
15923,Protochordata,1993,1,1,1
15924,Protochordata,1997,5,5,4
15925,Protochordata,1998,1,1,1
15926,Protochordata,2000,1,1,1
15927,Protochordata,2002,2,2,2
15928,Protochordata,2005,2,2,1
15929,Protochordata,2007,1,1,1
15930,Saradatanaya,1905,2,2,1
15931,Saradatanaya,1931,6,6,5
15932,Saradatanaya,1943,2,2,1
15933,Saradatanaya,1945,2,2,1
15934,Saradatanaya,1950,5,5,2
15935,Saradatanaya,1952,1,1,1
15936,Saradatanaya,1955,2,2,2
15937,Saradatanaya,1957,1,1,1
15938,Saradatanaya,1958,112,80,2
15939,Saradatanaya,1963,6,6,3
15940,Saradatanaya,1964,59,41,3
15941,Saradatanaya,1966,3,3,3
15942,Saradatanaya,1968,11,9,1
15943,Saradatanaya,1970,3,3,1
15944,Saradatanaya,1973,16,9,1
15945,Saradatanaya,1974,7,7,2
15946,Saradatanaya,1975,3,3,2
15947,Saradatanaya,1976,12,10,2
15948,Saradatanaya,1977,2,2,1
15949,Saradatanaya,1978,1,1,1
15950,Saradatanaya,1979,11,10,3
15951,Saradatanaya,1980,1,1,1
15952,Saradatanaya,1981,1,1,1
15953,Saradatanaya,1983,3,2,2
15954,Saradatanaya,1987,4,4,1
15955,Saradatanaya,1990,6,5,4
15956,Saradatanaya,1991,5,4,1
15957,Saradatanaya,1992,6,6,3
15958,Saradatanaya,1993,11,11,3
15959,Saradatanaya,1995,1,1,1
15960,Saradatanaya,1998,2,2,1
15961,Saradatanaya,2001,2,2,1
15962,Saradatanaya,2002,2,2,1
15963,Urochordata,1885,46,42,5
15964,Urochordata,1887,2,2,2
15965,Urochordata,1891,4,4,3
15966,Urochordata,1892,8,8,4
15967,Urochordata,1893,3,3,1
15968,Urochordata,1894,2,2,1
15969,Urochordata,1895,5,4,2
15970,Urochordata,1896,2,2,2
15971,Urochordata,1897,5,5,3
15972,Urochordata,1901,19,16,3
15973,Urochordata,1904,17,13,2
15974,Urochordata,1905,28,22,6
15975,Urochordata,1910,3,3,2
15976,Urochordata,1911,3,3,3
15977,Urochordata,1912,2,2,1
15978,Urochordata,1918,11,10,1
15979,Urochordata,1920,18,15,3
15980,Urochordata,1922,4,4,2
15981,Urochordata,1924,2,2,1
15982,Urochordata,1926,1,1,1
15983,Urochordata,1928,3,3,1
15984,Urochordata,1929,5,5,2
15985,Urochordata,1930,1,1,1
15986,Urochordata,1931,3,3,2
15987,Urochordata,1932,2,2,1
15988,Urochordata,1933,19,17,6
15989,Urochordata,1936,6,6,4
15990,Urochordata,1937,17,15,5
15991,Urochordata,1938,7,7,2
15992,Urochordata,1939,17,11,1
15993,Urochordata,1940,12,12,4
15994,Urochordata,1941,2,2,1
15995,Urochordata,1942,3,3,3
15996,Urochordata,1943,2,2,2
15997,Urochordata,1944,5,5,2
15998,Urochordata,1947,8,7,2
15999,Urochordata,1948,11,11,3
16000,Urochordata,1949,11,11,3
16001,Urochordata,1950,5,5,1
16002,Urochordata,1951,28,19,4
16003,Urochordata,1952,8,8,6
16004,Urochordata,1953,11,11,3
16005,Urochordata,1954,12,11,4
16006,Urochordata,1955,4,4,2
16007,Urochordata,1956,3,3,2
16008,Urochordata,1957,6,6,3
16009,Urochordata,1958,3,3,3
16010,Urochordata,1959,16,16,6
16011,Urochordata,1960,18,18,7
16012,Urochordata,1961,4,4,2
16013,Urochordata,1962,19,18,6
16014,Urochordata,1963,8,8,6
16015,Urochordata,1964,11,9,6
16016,Urochordata,1965,45,39,8
16017,Urochordata,1966,10,10,2
16018,Urochordata,1967,6,5,3
16019,Urochordata,1968,4,4,1
16020,Urochordata,1969,26,20,5
16021,Urochordata,1970,2,2,1
16022,Urochordata,1971,9,9,5
16023,Urochordata,1972,7,6,1
16024,Urochordata,1973,9,9,5
16025,Urochordata,1974,21,19,5
16026,Urochordata,1975,32,26,8
16027,Urochordata,1976,5,5,4
16028,Urochordata,1977,5,4,4
16029,Urochordata,1978,7,6,1
16030,Urochordata,1979,8,8,5
16031,Urochordata,1980,12,10,4
16032,Urochordata,1981,6,6,3
16033,Urochordata,1982,12,7,2
16034,Urochordata,1983,2,2,2
16035,Urochordata,1984,4,4,2
16036,Urochordata,1985,8,7,6
16037,Urochordata,1986,5,4,3
16038,Urochordata,1987,4,4,2
16039,Urochordata,1988,6,6,2
16040,Urochordata,1989,10,10,7
16041,Urochordata,1990,4,4,3
16042,Urochordata,1991,17,15,2
16043,Urochordata,1992,5,5,3
16044,Urochordata,1993,2,2,1
16045,Urochordata,1994,14,14,8
16046,Urochordata,1995,4,4,2
16047,Urochordata,1997,9,9,7
16048,Urochordata,1998,2,2,1
16049,Urochordata,1999,14,12,4
16050,Urochordata,2000,13,12,7
16051,Urochordata,2001,7,7,4
16052,Urochordata,2002,2,2,2
16053,Urochordata,2003,3,3,2
16054,Urochordata,2004,3,3,3
16055,Urochordata,2005,13,12,4
16056,Urochordata,2006,6,5,4
16057,Urochordata,2007,3,3,3
16058,Urochordata,2008,8,8,2
16059,Vahyazdata,1871,20,8,4
16060,Vahyazdata,1876,8,8,3
16061,Vahyazdata,1882,54,30,2
16062,Vahyazdata,1899,3,3,3
16063,Vahyazdata,1900,26,14,3
16064,Vahyazdata,1901,13,5,1
16065,Vahyazdata,1903,7,5,1
16066,Vahyazdata,1904,39,15,3
16067,Vahyazdata,1906,7,5,1
16068,Vahyazdata,1907,2,1,1
16069,Vahyazdata,1908,2,1,1
16070,Vahyazdata,1911,1,1,1
16071,Vahyazdata,1913,13,7,2
16072,Vahyazdata,1915,3,3,2
16073,Vahyazdata,1916,1,1,1
16074,Vahyazdata,1917,1,1,1
16075,Vahyazdata,1920,1,1,1
16076,Vahyazdata,1921,2,2,2
16077,Vahyazdata,1922,15,5,1
16078,Vahyazdata,1923,1,1,1
16079,Vahyazdata,1928,6,4,1
16080,Vahyazdata,1929,8,8,4
16081,Vahyazdata,1930,1,1,1
16082,Vahyazdata,1932,1,1,1
16083,Vahyazdata,1933,1,1,1
16084,Vahyazdata,1937,1,1,1
16085,Vahyazdata,1939,1,1,1
16086,Vahyazdata,1950,1,1,1
16087,Vahyazdata,1951,4,4,4
16088,Vahyazdata,1952,3,3,2
16089,Vahyazdata,1961,3,2,1
16090,Vahyazdata,1964,7,4,1
16091,Vahyazdata,1966,1,1,1
16092,Vahyazdata,1968,12,3,1
16093,Vahyazdata,1969,1,1,1
16094,Vahyazdata,1973,1,1,1
16095,Vahyazdata,1977,3,1,1
16096,Vahyazdata,1979,1,1,1
16097,Vahyazdata,1985,1,1,1
16098,Vahyazdata,1987,1,1,1
16099,Vahyazdata,1995,2,1,1
16100,Vahyazdata,1996,1,1,1
16101,Vahyazdata,2001,1,1,1
16102,Vahyazdata,2002,2,1,1
16103,biodata,1905,56,32,9
16104,biodata,1957,1,1,1
16105,biodata,1960,10,3,1
16106,biodata,1965,1,1,1
16107,biodata,1967,2,2,1
16108,biodata,1970,2,2,1
16109,biodata,1971,6,6,4
16110,biodata,1972,1,1,1
16111,biodata,1973,4,4,2
16112,biodata,1974,3,3,3
16113,biodata,1975,2,2,1
16114,biodata,1976,4,4,4
16115,biodata,1977,4,3,3
16116,biodata,1978,4,3,2
16117,biodata,1979,27,15,7
16118,biodata,1980,67,22,8
16119,biodata,1981,10,10,9
16120,biodata,1982,27,13,6
16121,biodata,1983,15,10,8
16122,biodata,1984,25,12,7
16123,biodata,1985,10,9,6
16124,biodata,1986,40,22,11
16125,biodata,1987,18,14,7
16126,biodata,1988,10,8,8
16127,biodata,1989,9,9,8
16128,biodata,1990,31,23,7
16129,biodata,1991,30,26,16
16130,biodata,1992,5,5,4
16131,biodata,1993,8,8,5
16132,biodata,1994,1453,372,6
16133,biodata,1995,4,4,4
16134,biodata,1996,8,8,8
16135,biodata,1997,9,9,5
16136,biodata,1998,49,28,9
16137,biodata,1999,14,14,8
16138,biodata,2000,25,17,10
16139,biodata,2001,66,41,12
16140,biodata,2002,89,23,4
16141,biodata,2003,11,10,6
16142,biodata,2004,8,6,2
16143,biodata,2005,12,10,4
16144,biodata,2006,7,7,5
16145,biodata,2007,53,39,11
16146,biodata,2008,6,4,4
16147,token,year,frequency,pages,books
16148,commendata,1584,1,1,1
16149,commendata,1708,1,1,1
16150,commendata,1714,1,1,1
16151,commendata,1732,1,1,1
16152,commendata,1763,1,1,1
16153,commendata,1773,1,1,1
16154,commendata,1788,2,2,2
16155,commendata,1800,4,4,4
16156,commendata,1801,1,1,1
16157,commendata,1804,4,3,1
16158,commendata,1805,1,1,1
16159,commendata,1808,6,6,4
16160,commendata,1809,1,1,1
16161,commendata,1810,2,2,2
16162,commendata,1811,5,5,5
16163,commendata,1812,2,2,2
16164,commendata,1813,1,1,1
16165,commendata,1816,3,3,3
16166,commendata,1818,1,1,1
16167,commendata,1819,3,3,3
16168,commendata,1820,4,4,4
16169,commendata,1821,2,2,2
16170,commendata,1822,8,8,8
16171,commendata,1823,1,1,1
16172,commendata,1824,1,1,1
16173,commendata,1825,7,7,7
16174,commendata,1826,6,6,6
16175,commendata,1827,1,1,1
16176,commendata,1828,9,9,8
16177,commendata,1829,4,4,4
16178,commendata,1830,1,1,1
16179,commendata,1831,3,3,2
16180,commendata,1833,5,5,5
16181,commendata,1834,3,3,3
16182,commendata,1835,2,2,2
16183,commendata,1836,2,2,1
16184,commendata,1837,7,7,7
16185,commendata,1838,3,3,3
16186,commendata,1839,9,9,7
16187,commendata,1840,9,9,9
16188,commendata,1841,18,18,13
16189,commendata,1842,5,5,4
16190,commendata,1843,6,6,6
16191,commendata,1844,8,8,7
16192,commendata,1845,4,4,3
16193,commendata,1846,2,2,2
16194,commendata,1847,8,8,8
16195,commendata,1848,16,16,16
16196,commendata,1849,5,5,5
16197,commendata,1850,4,4,4
16198,commendata,1851,1,1,1
16199,commendata,1852,6,6,6
16200,commendata,1853,5,5,5
16201,commendata,1854,12,12,12
16202,commendata,1855,1,1,1
16203,commendata,1856,5,5,5
16204,commendata,1857,9,9,7
16205,commendata,1858,6,6,5
16206,commendata,1859,9,9,8
16207,commendata,1860,2,2,2
16208,commendata,1861,10,10,8
16209,commendata,1862,7,7,7
16210,commendata,1863,7,7,7
16211,commendata,1864,13,13,8
16212,commendata,1865,5,5,4
16213,commendata,1866,6,6,5
16214,commendata,1869,5,5,5
16215,commendata,1870,17,17,11
16216,commendata,1872,3,3,3
16217,commendata,1873,9,9,7
16218,commendata,1874,21,21,11
16219,commendata,1875,7,7,7
16220,commendata,1876,9,9,9
16221,commendata,1877,7,7,7
16222,commendata,1878,10,10,10
16223,commendata,1879,2,2,2
16224,commendata,1880,11,11,9
16225,commendata,1881,4,4,4
16226,commendata,1882,2,2,2
16227,commendata,1883,5,5,5
16228,commendata,1884,15,15,14
16229,commendata,1885,5,5,4
16230,commendata,1886,11,11,5
16231,commendata,1887,17,17,15
16232,commendata,1888,6,6,5
16233,commendata,1889,3,3,2
16234,commendata,1890,3,3,3
16235,commendata,1891,8,8,8
16236,commendata,1892,10,10,8
16237,commendata,1893,1,1,1
16238,commendata,1895,1,1,1
16239,commendata,1896,5,5,5
16240,commendata,1897,5,5,5
16241,commendata,1898,6,6,6
16242,commendata,1899,6,6,6
16243,commendata,1900,3,3,3
16244,commendata,1901,1,1,1
16245,commendata,1902,2,2,2
16246,commendata,1903,8,8,6
16247,commendata,1904,2,2,2
16248,commendata,1906,2,2,2
16249,commendata,1907,2,2,2
16250,commendata,1908,6,6,6
16251,commendata,1909,6,6,5
16252,commendata,1910,3,3,3
16253,commendata,1911,1,1,1
16254,commendata,1912,3,3,3
16255,commendata,1913,3,3,3
16256,commendata,1914,2,2,2
16257,commendata,1915,4,4,4
16258,commendata,1916,1,1,1
16259,commendata,1917,9,7,3
16260,commendata,1919,1,1,1
16261,commendata,1920,2,2,2
16262,commendata,1921,1,1,1
16263,commendata,1922,2,2,2
16264,commendata,1923,6,6,6
16265,commendata,1925,1,1,1
16266,commendata,1926,1,1,1
16267,commendata,1927,9,9,9
16268,commendata,1928,2,2,2
16269,commendata,1929,2,2,2
16270,commendata,1930,7,7,4
16271,commendata,1931,1,1,1
16272,commendata,1932,1,1,1
16273,commendata,1933,8,8,2
16274,commendata,1934,2,2,2
16275,commendata,1936,5,5,5
16276,commendata,1939,2,2,2
16277,commendata,1941,13,11,3
16278,commendata,1942,4,4,4
16279,commendata,1945,1,1,1
16280,commendata,1946,2,2,2
16281,commendata,1947,1,1,1
16282,commendata,1948,2,2,2
16283,commendata,1950,1,1,1
16284,commendata,1951,3,3,3
16285,commendata,1952,2,2,2
16286,commendata,1953,3,3,3
16287,commendata,1954,3,3,2
16288,commendata,1955,1,1,1
16289,commendata,1956,1,1,1
16290,commendata,1957,1,1,1
16291,commendata,1958,3,3,3
16292,commendata,1959,1,1,1
16293,commendata,1960,2,2,1
16294,commendata,1962,1,1,1
16295,commendata,1963,2,2,2
16296,commendata,1964,5,5,5
16297,commendata,1965,2,2,2
16298,commendata,1967,4,3,3
16299,commendata,1968,3,3,3
16300,commendata,1969,2,2,2
16301,commendata,1970,2,2,2
16302,commendata,1974,3,3,2
16303,commendata,1975,1,1,1
16304,commendata,1976,1,1,1
16305,commendata,1977,1,1,1
16306,commendata,1979,4,4,3
16307,commendata,1980,2,2,2
16308,commendata,1981,1,1,1
16309,commendata,1982,3,3,2
16310,commendata,1983,2,2,2
16311,commendata,1985,1,1,1
16312,commendata,1991,2,2,2
16313,commendata,1992,3,3,3
16314,commendata,1993,3,3,3
16315,commendata,1994,4,3,2
16316,commendata,1996,5,5,4
16317,commendata,1997,2,2,2
16318,commendata,1998,1,1,1
16319,commendata,1999,3,2,2
16320,commendata,2000,4,4,1
16321,commendata,2002,1,1,1
16322,commendata,2003,1,1,1
16323,commendata,2006,7,7,6
16324,commendata,2008,1,1,1
16325,commendataire,1817,4,4,4
16326,commendataire,1818,1,1,1
16327,commendataire,1831,2,2,2
16328,commendataire,1840,3,3,3
16329,commendataire,1841,2,2,1
16330,commendataire,1851,1,1,1
16331,commendataire,1858,1,1,1
16332,commendataire,1859,1,1,1
16333,commendataire,1877,3,3,3
16334,commendataire,1878,1,1,1
16335,commendataire,1879,9,9,9
16336,commendataire,1883,3,3,3
16337,commendataire,1887,1,1,1
16338,commendataire,1892,4,4,3
16339,commendataire,1896,1,1,1
16340,commendataire,1897,1,1,1
16341,commendataire,1904,1,1,1
16342,commendataire,1906,8,8,3
16343,commendataire,1907,10,10,6
16344,commendataire,1917,1,1,1
16345,commendataire,1923,2,2,2
16346,commendataire,1929,2,2,2
16347,commendataire,1930,4,4,1
16348,commendataire,1931,1,1,1
16349,commendataire,1934,1,1,1
16350,commendataire,1941,1,1,1
16351,commendataire,1949,2,2,1
16352,commendataire,1955,2,2,1
16353,commendataire,1962,1,1,1
16354,commendataire,1963,1,1,1
16355,commendataire,1964,3,3,3
16356,commendataire,1973,1,1,1
16357,commendataire,1974,1,1,1
16358,commendataire,1986,1,1,1
16359,commendataire,1996,2,2,1
16360,commendataire,2002,1,1,1
16361,commendataire,2005,2,2,1
16362,commendataire,2006,1,1,1
16363,data17,1926,2,2,2
16364,data17,1927,1,1,1
16365,data17,1939,1,1,1
16366,data17,1941,1,1,1
16367,data17,1943,1,1,1
16368,data17,1945,1,1,1
16369,data17,1951,1,1,1
